url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
https://teploteka.com.ua/,25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,9,9,0,9,9,0,9.0,9.0,0.0,0,0,0,0,0,0,880,0.988636364,0.011363636,0,1,0,0.0,0,0.0,0,1,81.25,0,100.0,0.0,0,0,0,55.55555556,0,0,0,0,1,0,72,2850,9128298,0,0,2,legitimate
https://store.pariyatti.org/Noble-Eightfold-Path-The--PDF-eBook_p_4795.html,75,19,0,3,6,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.053333333,0.0,0,0,0,0,0,3,0,0,0,0,0,0,11,2,1,5,1,9,9,9,4.727272727,7.0,4.222222222,0,0,0,0,0,0,284,0.947183099,0.052816901,0,2,0,0.0,0,0.0,0,1,75.0,0,95.83333333,4.166666667,0,0,0,83.33333333,0,0,0,1,0,0,257,6682,857832,0,0,4,legitimate
http://www.iconoclast.tv/us,27,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,2,3,2,10,10,2,5.0,6.5,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1823,3291,726703,0,0,4,legitimate
http://www.voipoid.com/telekom,30,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,7,7,7,7,5.666666667,5.0,7.0,0,0,0,0,0,0,17,0.176470588,0.8235294120000001,0,2,0,0.214285714,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,25.0,0,0,0,1,1,0,206,889,0,0,1,1,phishing
http://www.marketing91.com/difference-segmentation-targeting-positioning/,73,19,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.02739726,0.105263158,0,0,0,0,0,2,0,0,0,0,1,0,6,4,3,3,9,12,11,12,9.333333333,7.0,10.5,0,0,0,0,0,0,56,0.7142857140000001,0.285714286,0,0,0,0.125,0,0.25,1,1,57.14285714,0,92.85714286,7.142857143,0,0,0,55.0,0,0,0,1,0,0,1769,4075,14263,0,0,4,legitimate
http://batvrms.net/deliver/D2017HL/u.php,40,11,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.1,0.0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,1,7,1,7,7,7,5.0,7.0,4.5,0,0,0,0,0,0,13,0.923076923,0.076923077,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,277,1184,0,0,1,0,phishing
http://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/4e075052aef945e/?cmd=_update&dispatch=4e075052aef945ef1&locale=_US,131,54,1,5,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.160305344,0.0,0,0,0,1,0,3,1,0,0,0,0,0,14,5,2,3,2,17,13,17,7.428571429,7.5,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5697976,0,1,0,phishing
https://en.wikipedia.org/wiki/Mimosa_pudica,43,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,2,4,9,9,6,5.4,5.5,5.333333333,0,1,0,0,0,0,756,0.85978836,0.14021164,0,0,0,0.462264151,0,0.113207547,0,0,100.0,0,100.0,0.0,0,0,0,56.55737705,0,0,0,0,0,0,906,7129,12,0,0,7,legitimate
https://drive.google.com/file/d/1tTAA6M96XsZ9kxQA0ZY3mZoIRfmBSPKD/view?usp=sharing,82,16,0,2,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.085365854,0.0,0,0,0,0,0,2,0,0,0,0,1,0,8,3,1,5,1,33,6,33,7.875,5.5,8.666666667000001,1,1,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,0,1,0,2975,8347,1,0,1,10,phishing
http://www.thecoolist.com/digital-cameras-with-wifi-5-best-for-2014/,68,18,0,2,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.073529412,0.0,0,0,0,0,0,2,0,0,1,0,1,0,10,4,1,3,1,10,10,7,4.7,6.5,4.25,0,0,0,0,0,0,54,0.666666667,0.333333333,0,0,0,0.666666667,0,0.5,0,0,80.0,0,100.0,0.0,0,0,0,30.43478261,0,0,0,1,0,0,79,5034,204376,0,0,4,legitimate
http://ww33.informeapp.me,25,18,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.08,0.111111111,0,0,0,0,1,2,0,0,0,0,0,0,2,3,4,4,0,10,10,0,7.0,7.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,106,260,0,0,1,0,phishing
http://officialbankofamericabankingsystem.purepanic99.repl.run,62,55,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.032258065,0.036363636,0,0,0,0,0,3,0,0,0,0,0,0,3,2,4,4,0,34,34,0,16.33333333,16.33333333,0.0,0,0,0,0,0,0,30,0.6,0.4,0,1,0,0.0,0,0.0,0,1,44.44444444,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,645,0,0,0,2,phishing
https://www.facebook.com/WWTuner,32,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,3,3,7,8,8,7,6.0,5.5,7.0,0,1,0,0,0,0,53,0.622641509,0.377358491,0,5,0,0.0,0,0.0,0,1,12.5,0,0.0,0.0,0,0,0,80.0,0,0,0,1,1,0,2805,8519,8,0,0,10,legitimate
http://www.unlvirtual.edu.ar/,29,21,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,56,0.642857143,0.357142857,0,1,0,0.35,0,0.35,0,1,60.0,0,100.0,0.0,0,0,0,62.79069767,0,0,0,0,1,1,-1,-1,481871,0,0,2,legitimate
https://nineled.com/Suncorp-user,32,11,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,4,7,4,7,7,7,6.0,7.0,5.5,0,0,0,0,0,0,34,0.588235294,0.411764706,0,0,0,0.071428571,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,50,1777,2408885,0,1,3,phishing
http://www.math-salamanders.com/decimal-number-line.html,56,24,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,7,3,3,3,4,11,11,7,5.571428571,6.0,5.25,0,0,0,0,0,0,16,0.1875,0.8125,0,0,0,0.0,0,0.0,0,0,40.0,0,0.0,0.0,0,0,0,58.33333333,0,0,0,1,1,0,260,-1,40123,0,0,4,legitimate
http://www.havahart.com/mouse-facts,35,16,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,4,3,3,3,5,8,8,5,5.25,5.5,5.0,0,0,0,0,0,0,135,0.792592593,0.207407407,0,0,0,0.357142857,0,0.0,0,0,50.0,0,54.54545455,45.45454545,0,0,0,50.0,0,0,0,1,0,0,398,-1,228333,0,0,6,legitimate
https://liuyunhuan.qiein.com/plugins,36,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,5,7,10,10,7,7.333333333,7.5,7.0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,630,1561,0,0,0,0,phishing
https://www.belazu.com/,23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,49,0.93877551,0.06122449,0,0,0,0.0,0,0.0,0,0,83.33333333,0,0.0,100.0,0,0,0,0.0,0,0,0,0,0,0,361,7308,2217046,0,0,4,legitimate
https://www.maximaequisport.ru/,31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,15,15,0,9.0,9.0,0.0,0,0,0,0,0,0,78,0.91025641,0.08974359,0,0,0,0.142857143,0,0.0,0,0,92.85714286,0,100.0,0.0,0,0,0,64.70588235,0,0,0,1,1,0,186,2006,3760288,0,0,3,legitimate
http://www.christieclinic.com/,30,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,195,0.943589744,0.056410256,0,1,0,0.272727273,0,0.090909091,0,1,72.72727273,0,93.33333333,6.666666667,0,0,0,55.55555556,0,0,0,1,1,0,787,8708,1562899,0,0,3,legitimate
